catalogName,sourceFolderKey,originalFileName,influencerKey,visualGroup,reactionType,durationSeconds,width,height,hasAudio,sha256,reviewStatus,reviewReason
creator-001-shock-surprise-0085911726,first,aa79-ba78-4f24-a87e-511d5bf6da89.mp4,creator_001,indoor_selfie_closeup,shock_surprise,2.125,720,1280,false,0085911726c56230af41716ba0fafa0ad828d6483b3977856896a6b15cd6a898,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-001-shock-surprise-ca91ba4632,first,b6e0-d146-46bc-a543-9132a0974cd4.mp4,creator_001,desk_laptop_reaction,shock_surprise,1.917,720,1280,false,ca91ba4632c62e917eae8e840857087f3c96625d1edd74b063694fcade8306e4,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-001-amusement-laughter-5122e9f0c8,first,d37f-6073-4ba3-9a4f-59fd81b775ed.mp4,creator_001,headphones_reaction,amusement_laughter,2.875,720,1280,false,5122e9f0c815320edf1fb39be539b6e30e036f3d04423c0f83307891773480d8,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
creator-001-amusement-laughter-29116bce90,first,d90e-a72c-4af2-987c-75355a42dc39.mp4,creator_001,headphones_reaction,amusement_laughter,2.708,720,1280,false,29116bce90430aad40eca967878cca6dd2498efdbf2dbf5b0fa2386678b6c0aa,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
creator-001-amusement-laughter-432271acee,first,eedb-145d-4e4a-9cea-0f91bff974a0.mp4,creator_001,indoor_selfie_closeup,amusement_laughter,2.375,720,1280,false,432271acee28c623b2799a676e9c6563b7c90a4852de5c9875ebd0156b1086cd,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
creator-001-amusement-laughter-3d74348761,first,fb54-4909-410d-8633-b9101e051a4b.mp4,creator_001,indoor_selfie_closeup,amusement_laughter,2.333,720,1280,false,3d74348761cb9d287f27f33c284b076deb150017c6bab50528e074d46bc00c6d,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
creator-002-shock-surprise-7eb6e65e60,first,Woman_reacting_to_camera_202607211246 (1)_MutedVideo_com.mp4,creator_002,desk_laptop_reaction,shock_surprise,3.328,720,1280,false,7eb6e65e602c10a17777a9198090efa64c7a68bcceacb271006c90bc2702cc30,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-001-concern-anxiety-f8a0bf7785,first,Woman_reacting_to_social_app_202607211312 (1)_MutedVideo_com.mp4,creator_001,indoor_selfie_medium,concern_anxiety,2.859,720,1280,false,f8a0bf77854d58a99ae2c7365a4e7b1b0bd7827fa6a51a41ed18ed72541849e7,approved,"Approved: the clip provides a usable concern, worry, stress, embarrassment, or anxious realization."
creator-001-confusion-skepticism-1ac5084fc6,first,Woman_skeptical_at_laptop_202607210230 (1)_MutedVideo_com.mp4,creator_001,desk_laptop_reaction,confusion_skepticism,3.222,720,1280,false,1ac5084fc6f17ba311c8a8c48790bc238da49c6ac518371663c8ac2ebb0d9869,approved,"Approved: the clip provides a usable confusion, doubt, skepticism, or questioning disbelief."
creator-003-shock-surprise-d0daa79b90,new,44a9-6912-4fcb-9e93-a0b8e948f258.mp4,creator_003,indoor_selfie_closeup,shock_surprise,2.625,720,1280,false,d0daa79b900937625b2da23df9ab53460478c62e1495c82d0d660d9a839b7719,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-003-shock-surprise-500f46fbca,new,67aa-1691-4386-8a2f-a26fc6215d3b (1).mp4,creator_003,indoor_selfie_closeup,shock_surprise,2.342,720,1280,false,500f46fbca2cb18203dbbdfa6e67be2a461ba28117ec7e90c2beda82f79bc9d7,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-003-shock-surprise-0c57ee59a9,new,80e1-0494-4248-9142-4b1799ead239.mp4,creator_003,indoor_selfie_medium,shock_surprise,2.333,720,1280,false,0c57ee59a97be6a337878b0aa8a151acfbac11da577b13791875c0f2872e55f4,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-003-amusement-laughter-8a59297942,new,9985-6507-492d-8169-4b88de264ef3.mp4,creator_003,indoor_selfie_closeup,amusement_laughter,2.458,720,1280,false,8a5929794211133186eb8a5d2bf3b5d21c6275849f2051ea4a5401bd603fabe1,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
creator-003-shock-surprise-06e62a51f0,new,a788-edb0-4ee8-a7b5-77a9bb8a9f68.mp4,creator_003,indoor_selfie_medium,shock_surprise,2.583,720,1280,false,06e62a51f08c9e83abc055b6b012f396df72125a6350bed2729b7aa251708037,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-003-confusion-skepticism-60c7d085d5,new,Avatar_reveals_secret_on_laptop_202607210225 (1)_MutedVideo_com.mp4,creator_003,desk_laptop_reaction,confusion_skepticism,2.049,720,1280,false,60c7d085d5eac7c25d6090085f3de1b6489265b60285152ba41874cc96da6c2d,approved,"Approved: the clip provides a usable confusion, doubt, skepticism, or questioning disbelief."
creator-003-confusion-skepticism-2884b1cd1d,new,Create_a_vertical_9_16_realistic_202607061541 (1).mp4,creator_003,indoor_selfie_medium,confusion_skepticism,3.144,720,1280,false,2884b1cd1d8c1cbc735819f68065365af2195972a46ce9a88d9e16512a001747,approved,"Approved: the clip provides a usable confusion, doubt, skepticism, or questioning disbelief."
creator-003-shock-surprise-6751dacac7,new,d6ab-b014-4e09-bf7f-e38bd1864f1c.mp4,creator_003,indoor_selfie_medium,shock_surprise,2.042,720,1280,false,6751dacac7eed81a1850becdaf4ff601ecf8acb5e6c1f63da3cdf8b62202b9e4,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-003-concern-anxiety-a9f94ff7e6,new,Female_avatar_in_home_environment_202607210225 (1)_MutedVideo_com.mp4,creator_003,indoor_selfie_closeup,concern_anxiety,1.921,720,1280,false,a9f94ff7e65c810e5cc2fe2ea60757564d2104b76d95093b667b4472fa3ffabd,approved,"Approved: the clip provides a usable concern, worry, stress, embarrassment, or anxious realization."
creator-003-confusion-skepticism-8cae432ff0,new,Woman_confused_realization_lapto_202607210225_MutedVideo_com.mp4,creator_003,indoor_selfie_closeup,confusion_skepticism,1.174,720,1280,false,8cae432ff010ffcb9feb7e33077de39736263482f979880280babf5c6c273ddc,approved,"Approved: the clip provides a usable confusion, doubt, skepticism, or questioning disbelief."
talia-shock-surprise-2aca0f5bba,talia,3fc3-ef29-44af-a3c4-2fea6c84e2ee.mp4,talia,phone_reaction,shock_surprise,2.792,720,1280,false,2aca0f5bba54af9f7354f5eb42c9813c19e9c22153cd2d4c26b059b64f6b6c6a,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
talia-concern-anxiety-03d4a00203,talia,66dd-3bf3-417c-bccf-d3e358e43aaf.mp4,talia,desk_laptop_reaction,concern_anxiety,2.958,720,1280,false,03d4a002033c06a3957458e933d00d7309bb83e8737f01726a52a0842738fa26,approved,"Approved: the clip provides a usable concern, worry, stress, embarrassment, or anxious realization."
talia-secret-reveal-d4e30ff781,talia,Avatar_performs_secret_shh_ges_202607210159_MutedVideo_com.mp4,talia,indoor_selfie_closeup,secret_reveal,2.091,720,1280,false,d4e30ff781d69406cab901aa64f172e44756fef71e70cec5fb48f63250baabf9,approved,"Approved: the clip provides a usable shh, secrecy, concealed information, or a reveal gesture."
talia-shock-surprise-69eb56d03c,talia,ee37-26ac-437e-9099-471fe8f170a9.mp4,talia,sofa_reaction,shock_surprise,3.083,720,1280,false,69eb56d03ce42a70f4dbfb497ec03fd686644407f8691b06ac69679574b0f01e,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
talia-amusement-laughter-e9d577d254,talia,Red_headphones_shocked_happy_laugh_202607210145 (1)_MutedVideo_com.mp4,talia,headphones_reaction,amusement_laughter,2.966,720,1280,false,e9d577d254e76ceee1ef729417d76312af588fd741501be4a7d9e197fac7f170,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
talia-shock-surprise-c89ae5454b,talia,Stunned_disbelief_headphone_remo_202607210146 (1)_MutedVideo_com.mp4,talia,headphones_reaction,shock_surprise,3.008,720,1280,false,c89ae5454b57978ce772b9dd1a045b5dcf54593cc76f97df7c739999338cfc04,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
talia-shock-surprise-4fa3ec7553,talia,Woman_hand_on_chest_reaction_202607031555 (1)_MutedVideo_com.mp4,talia,sofa_reaction,shock_surprise,2.923,720,1280,false,4fa3ec75535c9e10644de505de88177189826b441bd2b957a69ba3124856d511,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
talia-curiosity-discovery-af484a224d,talia,Woman_putting_on_headphones_202607210148 (1)_MutedVideo_com.mp4,talia,headphones_reaction,curiosity_discovery,3.008,720,1280,false,af484a224d49f0d333606964ac27186191dffc3528f2b5a9ae9435aa788586ab,approved,"Approved: the clip provides a usable curiosity, discovery, attention shift, or an emerging realization."
creator-004-concern-anxiety-e1d20f0d65,nine_one,21c0-e21c-474e-a6d6-aa5f8df29249.mp4,creator_004,cafe_reaction,concern_anxiety,2.958,720,1280,false,e1d20f0d65945ed95557e9c7338df9c5e5813c374addc57c3744ff42a90cdcbc,approved,"Approved: the clip provides a usable concern, worry, stress, embarrassment, or anxious realization."
creator-004-amusement-laughter-c863d2050c,nine_one,4285-14b8-41f0-9532-eb7bc7fd91b1.mp4,creator_004,cafe_reaction,amusement_laughter,2.292,720,1280,false,c863d2050ce30aee5ee3b4281ff8de6a96db926e0652dcb36cf7b686aac3cf5b,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
creator-004-concern-anxiety-5bc66b3406,nine_one,Female_avatar_in_cafe_202607211002 (1)_MutedVideo_com.mp4,creator_004,cafe_reaction,concern_anxiety,1.984,720,1280,false,5bc66b34064c4255bbe7bfc92ca5fc33a42180937fc881f60b47f808f6bbfb7b,approved,Approved after beginning/middle/end review: the clip changes from concern to attentive composure.
creator-005-concern-anxiety-256e1a4fcc,nine_one,Woman_with_hand_on_head_202607211000 (1)_MutedVideo_com.mp4,creator_005,cafe_reaction,concern_anxiety,2.56,720,1280,false,256e1a4fccd26755d5a7d37b52b6eb6e634aabaf1367e9c91a518260cd4f3a84,approved,"Approved: the clip provides a usable concern, worry, stress, embarrassment, or anxious realization."
mira-shock-surprise-6cf18354f0,mira,11a2-0094-424c-8d73-fd761b1de524.mp4,mira,indoor_selfie_medium,shock_surprise,3.292,720,1280,false,6cf18354f099b8a9f92f64a7722cb68399f2ba8aa88444c2decb531a56d8db06,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
mira-shock-surprise-a4c8a7b030,mira,1b39-4a26-4def-a189-61c372bc9a95.mp4,mira,indoor_selfie_closeup,shock_surprise,3.042,720,1280,false,a4c8a7b03063e1f785517aeb9b6195fbb131140469392105ceeed449fbd0fa10,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
mira-amusement-laughter-0c552cdf34,mira,1d89-c533-42a2-bd24-0dbfc5e03447.mp4,mira,indoor_selfie_closeup,amusement_laughter,2.458,720,1280,false,0c552cdf345ef6c61a7774003746763fab4dd76fefd200a47837d437bfbc2747,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
mira-concern-anxiety-fdfc6ea8b7,mira,2313-58e5-4e6a-8458-33da5042c4f3.mp4,mira,indoor_selfie_closeup,concern_anxiety,2.333,720,1280,false,fdfc6ea8b7f876b2918d9180015952c443413219c39f609db620c7391d77ed91,approved,"Approved: the clip provides a usable concern, worry, stress, embarrassment, or anxious realization."
mira-shock-surprise-5a0ccab168,mira,2e09-0064-447d-a543-76e080dac160.mp4,mira,indoor_selfie_medium,shock_surprise,3.958,1080,1920,false,5a0ccab16826c27dc49dc1495218016bf502eb6dc46740f0e59af77e70cf93ad,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
mira-shock-surprise-17b7b63578,mira,baad-895e-4711-8ae1-34017a60fee1.mp4,mira,indoor_selfie_closeup,shock_surprise,2.292,720,1280,false,17b7b63578982b6aea006ea023990a2b3f7e04190512f1aa2600b4268fa20a37,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
mira-confusion-skepticism-fa78881720,mira,d728-95ae-44d8-a628-9ca4bc9c099d.mp4,mira,indoor_selfie_closeup,confusion_skepticism,2.208,720,1280,false,fa7888172035606f55b9e9f1009b0ab64fee69bd73f45cec98b38bd9b614c4f2,approved,"Approved: the clip provides a usable confusion, doubt, skepticism, or questioning disbelief."
mira-shock-surprise-02c648c4c3,mira,e1ca-c66b-4413-a521-2c9c775834ff.mp4,mira,indoor_selfie_closeup,shock_surprise,2.958,720,1280,false,02c648c4c32690d35ddf68b0e7ccadb65dba26f51f3e5ed99cdaf232f6b3eef8,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
mira-secret-reveal-6a7898bc5f,mira,f34e-d2a8-4ed9-a44d-b1f962b93db4.mp4,mira,indoor_selfie_closeup,secret_reveal,1.875,720,1280,false,6a7898bc5f26ecc67ee0f3919fc54411ba358d6b0725c67cf34e33a1c83185f0,approved,"Approved: the clip provides a usable shh, secrecy, concealed information, or a reveal gesture."
mira-amusement-laughter-9bf62ca6a1,mira,f765-81a0-4c3c-a195-632537a135a4.mp4,mira,indoor_selfie_closeup,amusement_laughter,1.958,720,1280,false,9bf62ca6a13bd3a62e49a79ae133616ff80177caa4491046acebe32ac4fcb579,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
mira-amusement-laughter-5ae0f1687a,mira,fd94-be0b-4eab-9816-6e166b957b7b.mp4,mira,indoor_selfie_closeup,amusement_laughter,2.292,720,1280,false,5ae0f1687ac90546d10433e15e7b31efc692a061d4ddd7fcc2813d28ff17d7ff,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
mira-confusion-skepticism-93147590a8,mira,UGC_avatar_curiosity_intrigue_la_202607021048.mp4,mira,desk_laptop_reaction,confusion_skepticism,3.144,1080,1920,false,93147590a8f381f36296000a2015ae8b78826a4c25db4b27e97f59b2ecad2b37,approved,"Approved: the clip provides a usable confusion, doubt, skepticism, or questioning disbelief."
mira-amusement-laughter-e9364498af,mira,Woman_laughing_at_phone_1080p_202607021048.mp4,mira,indoor_selfie_closeup,amusement_laughter,3.144,1080,1920,false,e9364498af8ef5b0fbdc9b5ecf171cc6efff00769dad4eba386f8b6f4e158e4a,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
mira-amusement-laughter-dda58d4fa0,mira,Young_woman_laughing_silently_1080p_202607021048.mp4,mira,indoor_selfie_closeup,amusement_laughter,3.144,1080,1920,false,dda58d4fa050062c3a3e47df12e5e650b6da0c105f8abb1fd3d5860f19773bf4,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
amara-shock-surprise-5748e01173,amara,6c09-c330-4692-bae5-4cf7310b4ab4.mp4,amara,indoor_selfie_medium,shock_surprise,2.917,720,1280,false,5748e0117340ac252c5cde4e735da7a5d574f80ab3823e73bf5308f1bfd9b4a5,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
amara-amusement-laughter-a8ad57326d,amara,Avatar_covered-mouth_laugh_reaction_202607210138 (1)_MutedVideo_com.mp4,amara,headphones_reaction,amusement_laughter,2.454,720,1280,false,a8ad57326dc7b059c8d05707368ccc819d99b6b43ef7a0508aed10567aa463db,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
amara-secret-reveal-0dc02112c4,amara,Avatar_performs_secret_shh_ges_202607210159 (1)_MutedVideo_com.mp4,amara,indoor_selfie_closeup,secret_reveal,2.091,720,1280,false,0dc02112c4dd1a2926cbd0c455f7b97ff41294034d457f612558c31d8c47a137,approved,"Approved: the clip provides a usable shh, secrecy, concealed information, or a reveal gesture."
amara-amusement-laughter-43c4260a6f,amara,Avatar_shocked_amused_laugh_reac_202607210139_MutedVideo_com.mp4,amara,headphones_reaction,amusement_laughter,2.454,720,1280,false,43c4260a6f45845e963ad7ae64cd3a4fb8278b688366ce894e81fff5035672db,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
amara-shock-surprise-b47b446193,amara,Glasses-off_stunned_disbelief_hook_202607210137 (1)_MutedVideo_com.mp4,amara,indoor_selfie_closeup,shock_surprise,2.347,720,1280,false,b47b446193eee0378ab612c33cd97bd71df501535445c8bfe942e2b714cf71bd,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
amara-concern-anxiety-a2b7a7568f,amara,Woman_stunned_on_sofa_202607031557 (2)_MutedVideo_com.mp4,amara,sofa_reaction,concern_anxiety,3.926,720,1280,false,a2b7a7568fa0e605952d21e36127b1100ff2ec3c12153da8dbc84a879afab2d0,approved,"Approved: the clip provides a usable concern, worry, stress, embarrassment, or anxious realization."
creator-006-shock-surprise-7277c0eb58,real_four,Female_avatar_reaction_video_202607250057 (1)-silent.mp4,creator_006,indoor_selfie_medium,shock_surprise,2.625,720,1280,false,7277c0eb58865cb281c3e2d8df1ab392416e42b2b378c563208f00ce856c0d91,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-007-shock-surprise-56b09f5092,real_four,Female_avatar_reaction_video_202607250058 (1)-silent.mp4,creator_007,indoor_selfie_medium,shock_surprise,3.094,720,1280,false,56b09f5092f0dc06100aa36e19cb0e3013a7e1354892d4f0345ad1e1e9c287fc,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-008-shock-surprise-8164b4b3bf,real_four,Female_avatar_shocked_reaction_202607250111 (1)-silent.mp4,creator_008,indoor_selfie_closeup,shock_surprise,2.902,720,1280,false,8164b4b3bf91273c4415510e610ce4d7acbffadd5850503f99dfe85529c6a2d6,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-009-shock-surprise-763b750105,real_four,Person_showing_disbelief_with_su_202607250049-silent.mp4,creator_009,indoor_selfie_closeup,shock_surprise,3.947,720,1280,false,763b75010556935ec12333358abc4e0fa9cfbbb018fe3ae6cd8574f0711fdaad,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-010-focused-attention-967064d25f,real_four,Remove_text_on_video_202607250036_1-silent.mp4,creator_010,fitness_workspace_reaction,focused_attention,2.923,720,1280,false,967064d25f05820bafe349934bdcfb707cfc498271ada3427cad8c71cfff8ecb,approved,Approved after motion review: the stretching action provides strong movement even without a facial reaction.
creator-011-curiosity-discovery-5c48a0fa86,real_four,Remove_text_on_video_202607250048 (1)-silent.mp4,creator_011,indoor_selfie_closeup,curiosity_discovery,3.435,720,1280,false,5c48a0fa862dacc32bf3b3fbd1918a5794cb853ea771f2009bf4700c06956488,approved,Approved after motion review: the clip moves from drinking to a close-up realization.
creator-012-shock-surprise-5302fc9514,real_four,sds-silent.mp4,creator_012,desk_laptop_reaction,shock_surprise,2.753,720,1280,false,5302fc9514edfb6c6f9b186abd2a53328e036928b785126c124f83528e6a0916,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-013-curiosity-discovery-2551502396,real_four,Video_with_swapped_face_202607250040 (1)-silent.mp4,creator_013,desk_laptop_reaction,curiosity_discovery,2.603,720,1280,false,25515023960a847ab949e6b36e0553d7bac7f10e4c3c7caca134be8e50aa9ed3,approved,Approved after motion review: the clip visibly changes from drinking to discovery at the laptop.
creator-014-shock-surprise-5a7ab419dd,real_four,Woman_reacting_to_discovery_202607250041 (2)-silent.mp4,creator_014,indoor_selfie_closeup,shock_surprise,2.667,720,1280,false,5a7ab419dda92ff26cbef41a5f61a39602a23f606f383f20a369b6b2c74331b5,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-015-shock-surprise-3216138c40,real_four,Woman_reacting_to_discovery_202607250057 (1)-silent.mp4,creator_015,desk_laptop_reaction,shock_surprise,3.008,720,1280,false,3216138c406968fcaad78aebcf67620f201c2948c749cdad4cec6d3860ac6cd4,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-016-shock-surprise-6a76916294,real_four,Woman_reacting_to_laptop_202607250038 (1)-silent.mp4,creator_016,desk_laptop_reaction,shock_surprise,3.286,720,1280,false,6a769162949afb2e1c85ed8929d100c7261d1760698bd25c8f05deceac5eafee,approved,"Approved: the clip provides a usable clear shock, surprise, disbelief, or startled realization."
creator-017-curiosity-discovery-0d255a372f,real_four,Woman_reacting_to_laptop_202607250055 (1)-silent.mp4,creator_017,desk_laptop_reaction,curiosity_discovery,3.03,720,1280,false,0d255a372fc42eec47ee4985a20a3cc848b04b640187a2f23937c8231875edd1,approved,Approved after motion review: the expression progresses from drinking to a clear positive discovery.
creator-018-secret-reveal-a9de7377a7,real_four,Woman_taping_mouth_closed_202607250036 (1)-silent.mp4,creator_018,indoor_selfie_medium,secret_reveal,2.944,720,1280,false,a9de7377a7b785942a23082be232f5d7c3dc5c637b1431a8bac57786b57bb6b8,approved,Approved as an unusual secrecy/reveal gesture with clear beginning-to-end movement.
creator-019-secret-reveal-b1bd61bb1e,real_four,Woman_taping_mouth_thumbs_up_202607250045 (2)-silent.mp4,creator_019,indoor_selfie_medium,secret_reveal,3.926,720,1280,false,b1bd61bb1ed5902cf2f0bfc8ed893d8ee0c16c76ba565127fa86a6484b8a9122,approved,Approved as an unusual secrecy/reveal gesture with clear beginning-to-end movement.
creator-020-confidence-approval-273511da30,real_four,Woman_with_confident_smirk_202607250113 (1)-silent.mp4,creator_020,office_selfie,confidence_approval,3.2,720,1280,false,273511da30ac4f7e75755faef7621996d2033f24ac1068ef6de6748e41f83b8a,approved,Approved after motion review: the controlled smirk and head turn provide a confident lower-intensity Hook.
creator-021-amusement-laughter-d4dd95ebe8,real_four,Woman_with_hand_covering_mouth_202607250056 (1)-silent.mp4,creator_021,bedroom_reaction,amusement_laughter,2.987,720,1280,false,d4dd95ebe8270b585c398d22d0bb4f222fb7b88e9bc97506ace2781f81c07aaa,approved,"Approved: the clip provides a usable positive amusement, laughter, or delighted surprise."
creator-021-concern-anxiety-bc6753e5be,real_four,Woman_with_hand_on_forehead_202607250056 (1)-silent.mp4,creator_021,bedroom_reaction,concern_anxiety,2.966,720,1280,false,bc6753e5be1ed02771e8dd847316ada44aff8fc8e68e49278e98e0ec2b92ae19,approved,"Approved: the clip provides a usable concern, worry, stress, embarrassment, or anxious realization."
